,gene,TBI Acute vs AControl Log2 fold change,Acute pval,Acute padj,TBI Subacute vs SControl Log2 fold change,Subacute pval,Subacute padj,TBI Chronic vs CControl Log2 fold change,Chronic pval,Chronic padj
6553,Zfpm1,0.4587757487580449,0.0126593224910053,0.1087074501052236,0.1053354705493053,0.5924087976504266,0.8799143054941271,0.1574112542929201,0.3417772920754791,0.9999068176988548
6554,Zfp644,-0.1503188321824372,0.4475489934612422,0.7681316602340459,-0.0090552026182867,0.9626616169597992,0.9950978687947868,-0.0535259651096046,0.707333809285771,0.9999068176988548
6555,Slc17a5,0.2414610667494758,0.1533748054168253,0.4725624226757673,0.5148165642961152,0.0139661465418139,0.2076389979130068,-0.0744698726587819,0.7100407484036434,0.9999068176988548
6557,Bdp1,-0.2138678431677664,0.3052211152425781,0.6584723731410079,0.2500172310710226,0.2063213828692286,0.6352332182246143,-0.13741598601249,0.4085704981647807,0.9999068176988548
6558,Aftph,0.190178043813878,0.2454272111680018,0.6014180045289573,-0.1363978642350674,0.4891642036650327,0.8318312597757304,-0.2430091951937167,0.0725167813030912,0.9999068176988548
6559,Zbtb14,0.2527197781060211,0.1758809579358112,0.5084230258188486,-0.1205249364885921,0.5856464205848353,0.8769383067095413,-0.0041230857111055,0.9788465938759088,0.9999068176988548
6560,Urgcp,0.0905864103642553,0.6566816761989371,0.8794804032409482,-0.1444910735756835,0.4913517621312459,0.8327186687998107,-0.014970069344087,0.9344315945254112,0.9999068176988548
6561,Orai1,-0.374725278578967,0.0476415607339428,0.2544433761962544,0.2847846229309116,0.2275444758594783,0.6586096379144991,0.1335616086154106,0.3840098061545656,0.9999068176988548
6562,Zfp646,-0.0388329395556756,0.8318351621483138,0.9491035726176232,0.1910571795714332,0.3797806473948684,0.7723911581182942,-0.1832662010077553,0.2559364372153779,0.9999068176988548
6563,Rpl36al,-0.4465870105918592,0.0428488431190577,0.2410973806620503,0.0948579739994607,0.702593018900942,0.9198554833400816,0.1256939165629919,0.4468600117104671,0.9999068176988548
6564,Zfp672,-0.1275963772232054,0.4970255404710234,0.803239958019189,-0.4019384344790713,0.0675000799156083,0.4198255171581398,-0.1380945002575082,0.4904403826117737,0.9999068176988548
6565,Zfp280b,0.0425237948468354,0.8188470430270777,0.9437511570170416,0.6317655130786755,0.0036721579366929,0.1015848100273923,-0.00095938212443,0.995474986652426,0.9999068176988548
6566,Tmsb4x,-0.1050074367310316,0.614024370940868,0.8634238523237358,-0.3012828470578416,0.1728102471752364,0.5948334910559896,0.192701614638251,0.2257656198759212,0.9999068176988548
