gene,SRR5292044,SRR5292039,SRR5292051,SRR5292041,SRR5292047,SRR5292053,SRR5292052,SRR5292042,SRR5292046,SRR5292049,SRR5292045,SRR5292050,SRR5292043,SRR5292040,SRR5292054,SRR5292048
Ap5m1,25.853299601296328,32.337218597773045,24.176259480155863,29.892347317694902,25.61525235285491,22.9115907006958,32.46250922267908,28.36385557879938,28.49932378877192,28.74083853464111,27.742597497891083,26.182594277357644,21.24115525897599,26.40470425170369,28.876861267239494,31.835214399965388
Ap5s1,,8.667185548932903,,6.316417939270658,,6.608351721962346,5.1430428855697965,6.190872502493363,5.818043771870504,6.099674365265559,6.733148662809332,5.3381988332476755,,,6.53322653104966,7.591474203068669
Ap5z1,,7.653479636777008,5.295242673750952,6.919897360220085,6.819077418166153,6.0147871960375845,,5.400548353238891,6.363485375483363,7.391978256211653,5.113142969501824,5.42293214806113,,5.679829650202271,,7.2241448061459925
Apaf1,38.01675236574386,21.186453564058205,17.115935915154594,23.736857224010755,29.330775305060826,20.89347131255161,22.931365526485514,27.749159018268124,15.226911434192335,23.106393570116147,14.731926773515154,20.081795610788873,34.418965246106424,21.41859425343452,21.21120880414123,26.692602843047904
Apba1,,5.930179586111986,12.943926535835663,10.178686233346985,7.343621834948165,16.778090599473263,14.579818822395112,7.815427698183111,9.68158846412826,8.270744902054995,6.429397595314175,17.073762934911215,7.602582684882947,6.460264258627011,16.76861476302746,11.83616945639739
Apba3,7.154972214380902,8.21101788846275,7.381247363410418,10.138454271950357,8.130438460121184,7.637196900231934,9.719879214930074,8.254496669991152,10.136123133805643,8.891050769709121,8.910031313191297,9.024098027632974,7.372201391401645,8.45470825793468,7.055884653533633,9.264863677938646
Apbb1,,5.524697221249628,7.488221962880135,6.356649900667287,6.119684862456804,7.043632374307172,9.012121019668175,6.586034577120598,7.318008181805868,8.32243705769284,6.581273129061753,10.930597610935715,,,8.493194490364559,
Apbb1ip,,,,,,,,,,,,,5.114464715284891,,,5.020168424609927
Apbb2,456.3918276479765,287.436311391804,336.7025518309318,358.46677604395904,419.9852297034641,388.82433544911385,337.88376241803036,388.4443193585729,306.9472624331368,344.52821732622846,255.35339740759602,364.7345536145177,524.2556714460494,308.05488293654304,299.8315429316391,416.0209492036503
Apbb3,10.398559618233579,15.712441638416374,12.14161703981279,12.109820380385148,10.403464266176568,14.087264748614343,12.503728116293543,11.898769135997883,10.999739006192671,8.219052746417152,11.086913963573261,12.41343062017118,11.795522226242632,12.22680886532092,14.765091960172231,9.958708094348147
Apc,321.2582524257025,242.73188066572905,201.64712000041507,285.48599807047515,294.7502501967588,290.2926241456034,304.0057368048275,265.7684486354065,164.63245735714818,256.2380154967913,227.61079990970492,235.47388186659188,324.9758525847238,313.7347125867453,216.46757239544542,233.53986768795122
Apc2,,,6.044064870038966,7.201521089996484,,6.924919469122219,5.426146163674556,6.586034577120598,7.636182450580036,8.47751352460637,5.923145816155578,7.71073164802442,5.897761113121316,,7.447878245396613,7.9996179774272
Apcdd1,490.7356942770049,1086.4393113530805,650.6730012745488,1115.1092740303493,1292.7397151592681,840.3290848358826,791.1792945434344,971.7913553027348,840.1618834316749,1130.1455987101772,854.5530032197107,843.2659490235058,553.1454856486047,865.0684059605779,835.7738926954129,1190.841090445885
Apeh,15.597839427350367,20.47685942554908,13.58577413265396,14.443274141389596,16.1734528507787,15.630532516018722,16.278438491023667,16.201645059716675,13.045145019740895,24.915619017440672,19.085692074279084,16.946662962691033,12.670971141471577,15.695407124986428,21.080544273520236,18.85624237536412
Apex1,26.56879682273442,14.597365135044889,10.43002344829733,10.701701731503155,14.206411287846153,9.694887256771107,11.276947244506252,24.280514140984607,13.45422622245054,17.730409383780398,18.073188515961892,11.311897527596264,26.07916242208332,14.654827647086776,15.636188830978853,19.06031426254338
Apex2,5.390079068166947,5.879494290504191,5.669653771894959,,,5.658648480482728,5.5676978027269355,6.322593194035775,,7.391978256211653,5.56876957074456,,6.128142406602617,,,
